"","parm_cd","description","characteristicname","measureunitcode","resultsamplefraction","resulttemperaturebasis","resultstatisticalbasis","resulttimebasis","resultweightbasis","resultparticlesizebasis","last_rev_dt"
"1300","29958","Antimony-124 counting error, water, filtered, picocuries per liter","Antimony-124","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1301","29959","Antimony-125, water, unfiltered, picocuries per liter","Antimony-125","pCi/L","Total","","","","","","2008-09-23"
"1302","29960","Antimony-125 counting error, water, unfiltered, picocuries per liter","Antimony-125","pCi/L","Total","","Counting Error","","","","2008-09-23"
"1303","29961","Antimony-125, water, filtered, picocuries per liter","Antimony-125","pCi/L","Dissolved","","","","","","2008-09-23"
"1304","29962","Antimony-125 counting error, water, filtered, picocuries per liter","Antimony-125","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1305","29963","Strontium-91, water, unfiltered, picocuries per liter","Strontium-91","pCi/L","Total","","","","","","2008-09-23"
"1306","29964","Strontium-91 counting error, water, unfiltered, picocuries per liter","Strontium-91","pCi/L","Total","","Counting Error","","","","2008-09-23"
"1307","29965","Strontium-91, water, filtered, picocuries per liter","Strontium-91","pCi/L","Dissolved","","","","","","2008-09-23"
"1308","29966","Strontium-91 counting error, water, filtered, picocuries per liter","Strontium-91","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1309","29967","Technetium-99 (metastable), water, unfiltered, picocuries per liter","Technetium-99","pCi/L","Total","","","","","","2008-09-23"
"1310","29968","Technetium-99 (metastable) counting error, water, unfiltered, picocuries per liter","Technetium-99","pCi/L","Total","","Counting Error","","","","2008-09-23"
"1311","29969","Technetium-99 (metastable), water, filtered, picocuries per liter","Technetium-99","pCi/L","Dissolved","","","","","","2008-09-23"
"1312","29970","Technetium-99 (metastable) counting error, water, filtered, picocuries per liter","Technetium-99","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1313","29975","Tellurium-132, water, unfiltered, picocuries per liter","Tellurium-132","pCi/L","Total","","","","","","2008-09-23"
"1314","29976","Tellurium-132 counting error, water, unfiltered, picocuries per liter","Tellurium-132","pCi/L","Total","","Counting Error","","","","2008-09-23"
"1315","29977","Tellurium-132, water, filtered, picocuries per liter","Tellurium-132","pCi/L","Dissolved","","","","","","2008-09-23"
"1316","29978","Tellurium-132 counting error, water, filtered, picocuries per liter","Tellurium-132","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1317","29979","Thallium-208, water, unfiltered, picocuries per liter","Thallium-208","pCi/L","Total","","","","","","2008-09-23"
"1318","29980","Thallium-208 counting error, water, unfiltered, picocuries per liter","Thallium-208","pCi/L","Total","","Counting Error","","","","2008-09-23"
"1319","29981","Thallium-208, water, filtered, picocuries per liter","Thallium-208","pCi/L","Dissolved","","","","","","2008-09-23"
"1320","29982","Thallium-208 counting error, water, filtered, picocuries per liter","Thallium-208","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1321","29983","Xenon-135, water, unfiltered, picocuries per liter","Xenon-135","pCi/L","Total","","","","","","2008-09-23"
"1322","29984","Xenon-135 counting error, water, unfiltered, picocuries per liter","Xenon-135","pCi/L","Total","","Counting Error","","","","2008-09-23"
"1323","29985","Xenon-135, water, filtered, picocuries per liter","Xenon-135","pCi/L","Dissolved","","","","","","2008-09-23"
"1324","29986","Xenon-135 counting error, water, filtered, picocuries per liter","Xenon-135","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1325","29987","Yttrium-91 (metastable), water, unfiltered, picocuries per liter","Yttrium-91","pCi/L","Total","","","","","","2008-09-23"
"1326","29988","Yttrium-91 (metastable) counting error, water, unfiltered, picocuries per liter","Yttrium-91","pCi/L","Total","","Counting Error","","","","2008-09-23"
"1327","29989","Yttrium-91 (metastable), water, filtered, picocuries per liter","Yttrium-91","pCi/L","Dissolved","","","","","","2008-09-23"
"1328","29990","Yttrium-91 (metastable) counting error, water, filtered, picocuries per liter","Yttrium-91","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1329","29991","Zirconium-95, water, filtered, picocuries per liter","Zirconium-95","pCi/L","Dissolved","","","","","","2008-09-23"
"1330","29992","Zirconium-95 counting error, water, filtered, picocuries per liter","Zirconium-95","pCi/L","Dissolved","","Counting Error","","","","2008-09-23"
"1331","29993","Azinphos-methyl, soil, recoverable, dry weight, milligrams per kilogram","Azinphos-methyl","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1332","29994","Sulprofos, soil, recoverable, dry weight, milligrams per kilogram","Sulprofos","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1333","29995","Chlorpyrifos, soil, recoverable, dry weight, milligrams per kilogram","Chlorpyrifos","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1334","29996","Coumaphos, soil, recoverable, dry weight, milligrams per kilogram","Coumaphos","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1335","29997","Demeton, soil, recoverable, dry weight, milligrams per kilogram","Demeton","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1336","29998","Diazinon, soil, recoverable, dry weight, milligrams per kilogram","Diazinon","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1337","29999","Dichlorvos, soil, recoverable, dry weight, milligrams per kilogram","Dichlorvos","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1338","30000","Dimethoate, soil, recoverable, dry weight, milligrams per kilogram","Dimethoate","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1339","30001","Disulfoton, soil, recoverable, dry weight, milligrams per kilogram","Disulfoton","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1340","30002","EPN, soil, recoverable, dry weight, milligrams per kilogram","O-Ethyl O-(p-nitrophenyl) phenylphosphonothioate","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1341","30003","Ethoprop, soil, recoverable, dry weight, milligrams per kilogram","Ethoprop","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1342","30004","Fensulfothion, water, unfiltered, recoverable, micrograms per liter","Fensulfothion","ug/l","Recoverable","","","","","","2008-09-23"
"1343","30005","Fensulfothion, soil, recoverable, dry weight, milligrams per kilogram","Fensulfothion","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1344","30006","Fenthion, water, unfiltered, recoverable, micrograms per liter","Fenthion","ug/l","Recoverable","","","","","","2008-09-23"
"1345","30007","Fenthion, soil, recoverable, dry weight, milligrams per kilogram","Fenthion","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1346","30008","Malathion, soil, recoverable, dry weight, milligrams per kilogram","Malathion","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1347","30009","Merphos, water, unfiltered, recoverable, micrograms per liter","Merphos","ug/l","Recoverable","","","","","","2008-09-23"
"1348","30010","Merphos, soil, recoverable, dry weight, milligrams per kilogram","Merphos","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1349","30011","Mevinphos, soil, recoverable, dry weight, milligrams per kilogram","Mevinphos","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1350","30012","Monocrotophos, soil, recoverable, dry weight, milligrams per kilogram","Monocrotophos","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1351","30013","Naled, soil, recoverable, dry weight, milligrams per kilogram","Naled","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1352","30014","Methyl parathion, soil, recoverable, dry weight, milligrams per kilogram","Methyl parathion","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1353","30015","Parathion, soil, recoverable, dry weight, milligrams per kilogram","Parathion","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1354","30016","Phorate, soil, recoverable, dry weight, milligrams per kilogram","Phorate","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1355","30017","Ronnel, soil, recoverable, dry weight, milligrams per kilogram","Ronnel","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1356","30018","Stirophos, soil, recoverable, dry weight, milligrams per kilogram","Phosphoric acid, (1Z)-2-chloro-1-(2,4,5-trichlorophenyl)ethenyl dimethyl ester","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1357","30019","Sulfotepp, soil, recoverable, dry weight, milligrams per kilogram","Sulfotep","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1358","30020","Tetraethyl pyrophosphate (TEPP), soil, recoverable, dry weight, milligrams per kilogram","Tetraethyl pyrophosphate","mg/kg","Recoverable","","","","Dry","","2014-07-01"
"1359","30021","Tokuthion, soil, recoverable, dry weight, milligrams per kilogram","Prothiofos","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1360","30022","Trichloronate, soil, recoverable, dry weight, milligrams per kilogram","Trichloronate","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1361","30023","2,4-D, soil, recoverable, dry weight, milligrams per kilogram","2,4-D","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1362","30024","2,4-DB, soil, recoverable, dry weight, milligrams per kilogram","2,4-DB","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1363","30025","2,4,5-T, soil, recoverable, dry weight, milligrams per kilogram","2,4,5-T","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1364","30026","Silvex, soil, recoverable, dry weight, milligrams per kilogram","Silvex","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1365","30027","Dalapon, soil, recoverable, dry weight, milligrams per kilogram","Dalapon","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1366","30028","Dicamba, soil, recoverable, dry weight, milligrams per kilogram","Dicamba","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1367","30029","Dichlorprop, soil, recoverable, dry weight, milligrams per kilogram","Dichlorprop","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1368","30030","Dinoseb, soil, recoverable, dry weight, milligrams per kilogram","Dinoseb","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1369","30031","MCPA, soil, recoverable, dry weight, milligrams per kilogram","MCPA","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1370","30032","Mecoprop, soil, recoverable, dry weight, milligrams per kilogram","Mecoprop","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1371","30033","Petroleum hydrocarbons, soil, recoverable, dry weight, milligrams per kilogram","Hydrocarbons, petroleum","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1372","30034","1,2-Dibromoethane, soil, recoverable, dry weight, milligrams per kilogram","Ethylene dibromide","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1373","30035","1,2-Dibromo-3-chloropropane, soil, recoverable, dry weight, milligrams per kilogram","1,2-Dibromo-3-chloropropane","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1374","30038","2-Chlorophenol, soil, recoverable, dry weight, milligrams per kilogram","o-Chlorophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1375","30039","4-Chloro-3-methylphenol, soil, recoverable, dry weight, milligrams per kilogram","p-Chloro-m-cresol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1376","30040","Cresols (all isomers), soil, recoverable, dry weight, milligrams per kilogram","Cresol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1377","30041","2-Cyclohexyl-4,6-dinitrophenol, soil, recoverable, dry weight, milligrams per kilogram","Dinex","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1378","30042","2,4-Dichlorophenol, soil, recoverable, dry weight, milligrams per kilogram","2,4-Dichlorophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1379","30043","2,6-Dichlorophenol, soil, recoverable, dry weight, milligrams per kilogram","2,6-Dichlorophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1380","30044","2,4-Dimethylphenol, soil, recoverable, dry weight, milligrams per kilogram","2,4-Dimethylphenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1381","30045","2-Methyl-4,6-dinitrophenol, soil, recoverable, dry weight, milligrams per kilogram","4,6-Dinitro-o-cresol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1382","30046","2,4-Dinitrophenol, soil, recoverable, dry weight, milligrams per kilogram","2,4-Dinitrophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1383","30047","2-Methyl-4,6-dinitrophenol, soil, recoverable, dry weight, milligrams per kilogram","4,6-Dinitro-o-cresol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1384","30048","2-Nitrophenol, soil, recoverable, dry weight, milligrams per kilogram","o-Nitrophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1385","30049","4-Nitrophenol, soil, recoverable, dry weight, milligrams per kilogram","p-Nitrophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1386","30050","Pentachlorophenol, soil, recoverable, dry weight, milligrams per kilogram","Pentachlorophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1387","30051","Phenol, soil, recoverable, dry weight, milligrams per kilogram","Phenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1388","30052","Trichlorophenols (all isomers), soil, recoverable, dry weight, milligrams per kilogram","Trichlorophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1389","30053","Tetrachlorophenols (all isomers), soil, recoverable, dry weight, milligrams per kilogram","Tetrachlorophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1390","30054","2,4,6-Trichlorophenol, soil, recoverable, dry weight, milligrams per kilogram","2,4,6-Trichlorophenol","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1391","30056","Benzyl chloride, soil, recoverable, dry weight, milligrams per kilogram","Benzyl chloride","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1392","30057","Bis(2-chloroethoxy)methane, soil, recoverable, dry weight, milligrams per kilogram","Bis(2-chloroethoxy)methane","mg/kg","Recoverable","","","","Dry","","2008-09-23"
"1393","30058","Bis(2-chloroisopropyl) ether, soil, recoverable, dry weight, milligrams per kilogram","Bis(2-chloroisopropyl) ether","mg/kg","Recoverable","","","","Dry","","2008-09-23"
